Etunimi,Lukumäärä
Anu-Tuulia,9
Arbenita,9
Ariadna,9
Arisa,9
Arja-Maarit,9
Aryana,9
Astra,9
Asya,9
Aurea,9
Aurela,9
Auriina,9
Avalon,9
Avesta,9
Axa,9
Batool,9
Betina,9
Biljana,9
Billie,9
Blessing,9
Bozena,9
Britt-Helen,9
Brooke,9
Caitlyn,9
Cami,9
Candice,9
Cariina,9
Caritta,9
Catherina,9
Chandra,9
Christal,9
Cina,9
Cindi,9
Clementine,9
Connie,9
Dali,9
Daphne,9
Destiny,9
Domna,9
Dragana,9
Duaa,9
Eeva-Maaria,9
Efia,9
Eh,9
Eija-Anneli,9
Eija-Elina,9
Eija-Helena,9
Eila-Kaarina,9
Elfrida,9
Elia,9
Eliane,9
Elias,9
Eliida,9
Ella-Leena,9
Elpi,9
Elsbet,9
Elwa,9
Emiliia,9
Emmaliisa,9
Emmi-Riina,9
Ennie,9
Enrika,9
Ermira,9
Essi-Mari,9
Éva,9
Eva-Kaisa,9
Evelyne,9
Eve-Maria,9
Evilda,9
Fabiola,9
Fannie,9
Farahnaz,9
Fateme,9
Faye,9
Felia,9
Fenja,9
Fina,9
Floora,9
Gunni-Maj,9
Habiibo,9
Hadil,9
Haije,9
Hajer,9
Haley,9
Hanne-Kaisa,9
Hanni-Mari,9
Hasna,9
Heidi-Hannele,9
Heidi-Johanna,9
Hekla,9
Heli-Anneli,9
Heli-Maaria,9
Henje,9
Henna-Emilia,9
Htoo,9
Huynh,9
Ibadete,9
Ida-Elina,9
Ida-Eveliina,9
Ida-Liina,9
Ida-Lina,9
Iida-Eveliina,9
Iidamari,9
Iina-Riikka,9
Ilaf,9
Ing-Maj,9
Inja,9
Inkaliina,9
Inka-Liina,9
Ioana,9
Iselin,9
Iwona,9
Jadelina,9
Jadette,9
Janett,9
Jannah,9
Jassi,9
Jeanine,9
Jehona,9
Jenna-Maaria,9
Jennamari,9
Jennimaria,9
Jesmina,9
Jevgenija,9
Jillian,9
Jinan,9
Joann,9
Jolie,9
Jonna-Marika,9
Joséphine,9
Junie,9
Kaisa-Helena,9
Kaisaliisa,9
Kaisla-Kerttu,9
Kanjana,9
Karma,9
Kaste,9
Katianna,9
Katina,9
Katjuska,9
Katri-Elina,9
Katri-Leena,9
Katri-Mari,9
Kavita,9
Kawthar,9
Khawla,9
Kirsimari,9
Kiuru,9
Kreetta-Liisa,9
Külli,9
Lala,9
Laleh,9
Leina,9
Liisa-Kaarina,9
Liise,9
Liljan,9
Liljen,9
Lina-Maria,9
Lis-Beth,9
Lisi,9
Lisse,9
Lona,9
Lou,9
Lourdes,9
Love,9
Lucía,9
Luise,9
Lumiella,9
Lumilla,9
Luminia,9
Lyudmyla,9
Madelaine,9
Maiju-Liisa,9
Mako,9
Man,9
Maria-Elisa,9
Mariem,9
Marilena,9
Mari-Lotta,9
Mariska,9
Marja-Tuulia,9
Marjo-Helena,9
Marjo-Rita,9
Martine,9
Matja,9
Maureen,9
May-Gret,9
Mehri,9
Melania,9
Melise,9
Mena,9
Menja,9
Merena,9
Merikukka,9
Meri-Tuulikki,9
Merja-Anneli,9
Merli,9
Mery,9
Mia-Liisa,9
Miia-Johanna,9
Miia-Riina,9
Miina-Liisa,9
Miina-Mari,9
Milan,9
Milga,9
Milina,9
Milla-Maija,9
Milla-Sofia,9
Min,9
Minja-Maria,9
Minna-Helena,9
Minya,9
Miral,9
Mirel,9
Mirina,9
Miritza,9
Moe,9
Mona-Liisa,9
Monalisa,9
Morgan,9
Muno,9
Märit,9
Naema,9
Naemi,9
Nahida,9
Najwa,9
Nataly,9
Natasja,9
Naz,9
Neetta,9
Nehir,9
Neilikka,9
Nelli-Sofia,9
Nenni,9
Netta-Maria,9
Nicoleta,9
Niina-Liisa,9
Niina-Maarit,9
Niina-Marika,9
Nikole,9
Nikoletta,9
Nima,9
Ninni-Maria,9
Nisha,9
Nnenna,9
Nola,9
Nóra,9
Nuran,9
Ooda,9
Oona-Lotta,9
Oona-Mari,9
Outi-Elina,9
Paris,9
Parvaneh,9
Pearl,9
Peeta,9
Pelagia,9
Pertta,9
Petra-Pauliina,9
Pettiina,9
Pia-Lena,9
Pia-Riikka,9
Pia-Sisko,9
Pilke,9
Pinar,9
Pioni,9
Pirkko-Maija,9
Pouta,9
Päivi-Johanna,9
Ramina,9
Remi,9
Renáta,9
Riika-Maria,9
Riikkamari,9
Robin,9
Romy,9
Roosa-Marja,9
Rosella,9
Rosetta,9
Rufina,9
Ruta,9
Saana-Mari,9
Saarah,9
Sabira,9
Sabriin,9
Sahara,9
Saira,9
Saliha,9
Sallamaaria,9
Sallariina,9
Salla-Riina,9
Sama,9
Samah,9
Samuel,9
Sanije,9
Sanna-Elina,9
Sanna-Helena,9
Sanna-Sisko,9
Sanny,9
Sara-Juulia,9
Saramaria,9
Sari-Marjut,9
Satu-Anna,9
Satumaria,9
Satu-Minna,9
Satu-Tuulia,9
Say,9
Seere,9
Sela,9
Selvete,9
Seren,9
Serita,9
Sessa,9
Setayesh,9
Severiina,9
Shadi,9
Shan,9
Sheida,9
Shiri,9
Shweta,9
Sigrun,9
Siiri-Maija,9
Silja-Maaria,9
Sini-Mari,9
Sinimaria,9
Sky,9
Skylar,9
Soli,9
Stella-Maria,9
Sukanya,9
Sulevi,9
Summer,9
Susanna-Maria,9
Suska,9
Susu,9
Suvi-Juulia,9
Sylwia,9
Taina-Liisa,9
Taina-Maija,9
Tam,9
Tarja-Maija,9
Taru-Leena,9
Terése,9
Teresita,9
Tertta,9
Terttu-Kaarina,9
Terttu-Maija,9
Thalia,9
Tiiamaria,9
Tiia-Noora,9
Tikva,9
Tinni,9
Toivikki,9
Tonia,9
Tricia,9
Tulan,9
Tuli,9
Tuula-Kaarina,9
Ulla-Christina,9
Ulla-Maaria,9
Ulla-Marjatta,9
Urszula,9
Vailet,9
Valmu,9
Veera-Liisa,9
Wen,9
Venla-Sofia,9
Verla,9
Vilde,9
Willa,9
Vilma-Liina,9
Wilma-Lotta,9
Vilma-Maria,9
Virpi-Maria,9
Y,9
Yasmeen,9
Yousra,9
Zeynab,9
Zoia,9
Aasiya,8
Abby,8
Abraar,8
Adaeze,8
Adi,8
Adine,8
Adora,8
Agne,8
Aija-Mari,8
Aila-Maria,8
Aino-Marjatta,8
Aino-Riikka,8
Aja,8
Ajana,8
Aliida,8
Aliise,8
Alita,8
Amélia,8
Ameliina,8
Ameneh,8
Aminah,8
Anabel,8
Andra,8
Aneta,8
Angeliki,8
Angie,8
Anida,8
Anja-Kaisa,8
Anna-Johanna,8
Anna-Kerttu,8
Anna-Loviisa,8
Anna-Maaret,8
Annamária,8
Annareeta,8
Ann-Christina,8
Ann-Cristin,8
Ann-Cristine,8
Anne-Britt,8
Anne-Carita,8
Anne-Irene,8
Anneke,8
Anni-Maarit,8
Anni-Pauliina,8
Annita,8
Annuliina,8
Anouk,8
Anu-Kaarina,8
Anu-Sisko,8
Anzal,8
Apila,8
Arezu,8
Ariane,8
Arja-Kaarina,8
Arlette,8
Auli-Maija,8
Avan,8
Aye,8
Aysel,8
Azita,8
Barita,8
Batul,8
Betsy,8
Betül,8
Bina,8
Bintou,8
Birita,8
Birkitta,8
Bogdana,8
Borghild,8
Canan,8
Cansu,8
Carmel,8
Catariina,8
Ceela,8
Charlott,8
Chiman,8
Chrisse,8
Christabel,8
Clary-Ann,8
Clea,8
Crystal,8
Csilla,8
Dafna,8
Daniel,8
Dicle,8
Diem,8
Duha,8
Duygu,8
Edvina,8
Eijaliisa,8
Eila-Maria,8
Eirin,8
Elana,8
Elinore,8
Elis,8
Elisa-Maria,8
Elizabet,8
Elle-Maria,8
Elle-Sofia,8
Elli-Marja,8
Elli-Nora,8
Ellu,8
Elo,8
Eloisa,8
Else-Britt,8
Elva,8
Emma-Riina,8
Emmastiina,8
Emmeli,8
Emmi-Karoliina,8
Emmi-Liisa,8
Emy,8
Erja-Maija,8
Essie,8
Essi-Noora,8
Eva-Maj,8
Eylül,8
Fabiana,8
Fanni-Maria,8
Farzaneh,8
Fatemah,8
Fatoumata,8
Fianna,8
Fiia-Maria,8
Fikrije,8
Florije,8
Ganga,8
Geraldine,8
Ghazal,8
Gisele,8
Gul,8
Gullbritt,8
Gundis,8
Gunne-Maj,8
H,8
Habiiba,8
Hakima,8
Haldis,8
Hanane,8
Hanife,8
Hanna-Kristiina,8
Hanna-Stina,8
Heide,8
Heidimaria,8
Helka-Liisa,8
Hellikki,8
Helmi-Ilona,8
Helmi-Lilja,8
Helve,8
Henja,8
Hennaleena,8
Hennika,8
Henni-Maria,8
Hilli,8
Himmi,8
Hira,8
Hodo,8
Homa,8
Houda,8
Hue,8
Husna,8
Iben,8
Idaliina,8
Iida-Juulia,8
Iida-Maaria,8
Iida-Marja,8
Iida-Olivia,8
Iitamari,8
Iitamaria,8
Ilda,8
Ildiko,8
Ilo,8
Imelda,8
Inaya,8
Indi,8
Inga-Maj,8
Ingbritt,8
Ingemaj,8
Ing-Marie,8
Inka-Leena,8
Inka-Lilja,8
Inki,8
Ivi,8
Jaana-Riitta,8
Jaana-Sisko,8
Jacinda,8
Jadelle,8
Jamelia,8
Janni-Mari,8
Jaroslava,8
Jawahir,8
Jeniina,8
Jenna-Lotta,8
Jenna-Marika,8
Jenna-Miia,8
Jenniliisa,8
Jie,8
Jolene,8
Jonna-Juulia,8
Kaddy,8
Kaisa-Riikka,8
Kari,8
Kasmira,8
Katri-Anna,8
Keea,8
Khatera,8
Kiia-Sofia,8
Kiida,8
Kira-Maria,8
Kirsi-Maaret,8
Kirsi-Tiina,8
Kirstin,8
Kjerstin,8
Klavdia,8
Kobra,8
Kristella,8
Kristian,8
Ksenja,8
Kylie,8
Laetitia,8
Lale,8
Lani,8
Lanya,8
Laura-Lotta,8
Lava,8
Leena-Maarit,8
Leene,8
Leo,8
Leonna,8
Leslie,8
Lexi,8
Lian,8
Liisa-Marjatta,8
Lill,8
Lilyana,8
Lina-Lotta,8
Lindis,8
Lisel,8
Lis-Maj,8
Liva,8
Ljuba,8
Ljudmilla,8
Lori,8
Lotti,8
Louhi,8
Luca,8
Lyubov,8
Mabel,8
Maijakaisa,8
Maijariitta,8
Maija-Stina,8
Maivor,8
Maj-Helen,8
Malinda,8
Marfa,8
Margalit,8
Margarete,8
Maria-Christina,8
Maria-Emilia,8
Maria-Johanna,8
Maria-Kaisa,8
Maria-Karoliina,8
Maria-Pia,8
Marie-Anne,8
Mariet,8
Mari-Helen,8
Mari-Kaarina,8
Marikaisa,8
Mari-Kristiina,8
Mari-Louise,8
Marja-Katriina,8
Marjoriikka,8
Marru,8
Martyna,8
Maryanne,8
Mawada,8
Medine,8
Meia,8
Melian,8
Mercy,8
Mereta,8
Merili,8
Meri-Maija,8
Merja-Maarit,8
Meron,8
Mia-Leena,8
Mihane,8
Miia-Susanna,8
Miiru,8
Miliza,8
Milja-Sofia,8
Milka-Maria,8
Milla-Lotta,8
Millariina,8
Minelle,8
Minnariikka,8
Minni-Maria,8
Mirena,8
Mirita,8
Mirka-Leena,8
Mirta,8
Mirva-Leena,8
Miryam,8
Molli,8
Mónika,8
Nagham,8
Nanami,8
Nashaad,8
Naya,8
Nayla,8
Ndey,8
Neea-Emilia,8
Neea-Sofia,8
Neneh,8
Neo,8
Nevia,8
Nga,8
Nikol,8
Niloufar,8
Nina-Liisa,8
Njomza,8
Noela,8
Noga,8
Noora-Mari,8
Nusrat,8
Nuuro,8
Oda,8
Ola,8
Oline,8
Olive,8
Oona-Maija,8
Outi-Maija,8
Papu,8
Petja,8
Petra-Sofia,8
Pham,8
Pia-Stina,8
Piia-Sisko,8
Pinka,8
Pirjo-Kaarina,8
Pola,8
Pranee,8
Qendresa,8
Rachida,8
Ragnborg,8
Raja,8
Randi,8
Rani,8
Raune,8
Rebeka,8
Reelika,8
Reini,8
Repekka,8
Reyhan,8
Rhonda,8
Riia-Mari,8
Riika-Mari,8
Riikkaleena,8
Riina-Emilia,8
Rojin,8
Roosa-Sofia,8
Rosa-Maaria,8
Rosamari,8
Rubina,8
Rukia,8
Saana-Maarit,8
Saara-Emilia,8
Saara-Marja,8
Sacdiyo,8
Saffron,8
Saija-Mari,8
Sainab,8
Sairi,8
Saja,8
Sakineh,8
Samara,8
Samiro,8
Samiya,8
San,8
Sandra-Maria,8
Sanita,8
Sanna-Lotta,8
Sannika,8
Sannimaria,8
Sara-Ella,8
Sara-Maaria,8
Sara-Marie,8
Sassa,8
Satu-Annika,8
Satu-Marjut,8
Satu-Pauliina,8
Satu-Riitta,8
Saya,8
Seema,8
Selen,8
Selmi,8
Sema,8
Sere,8
Sessi,8
Setareh,8
Shamis,8
Sharifa,8
Shila,8
Shirel,8
Sifa,8
Sihem,8
Siia,8
Sila,8
Sinianna,8
Sini-Linnea,8
Sini-Orvokki,8
Sini-Päivi,8
Sini-Sisko,8
Sinituuli,8
Sinna-Sofia,8
Sinni,8
Siret,8
Sirpa-Sisko,8
Sitra,8
Snezhana,8
Sofia-Maria,8
Solweig,8
Sonja-Sofia,8
Stacey,8
Suela,8
Sumaja,8
Sunny,8
Susette,8
Suvi-Anne,8
Suvi-Annika,8
Suvi-Hannele,8
Tahira,8
Taija-Maria,8
Taija-Tuulia,8
Taina-Leena,8
Taina-Mari,8
Tani,8
Tanja-Leena,8
Tao,8
Taru-Tuulikki,8
Terhi-Tuulikki,8
Thordis,8
Tiia-Lotta,8
Tiia-Maija,8
Tiiariina,8
Tiina-Kaarina,8
Tiisa,8
Tittamari,8
Trifa,8
Tuija-Maarit,8
Tuija-Mari,8
Tuija-Maria,8
Tuija-Sisko,8
Tuiri,8
Tuula-Leena,8
Tuula-Sisko,8
Türkan,8
Ulla-May,8
Uwase,8
Wafaa,8
Wahida,8
Valencia,8
Vania,8
Veina,8
Venla-Maija,8
Veronique,8
Vibeke,8
Vicki,8
Viiu,8
Viivu,8
Vilja-Tuulia,8
Wilmiina,8
Virva-Tuulia,8
Vlera,8
Yasamin,8
Yildiz,8
Yuk,8
Yuna,8
Zahara,8
Zakia,8
Zakiya,8
Ziba,8
Aadaliina,7
Aada-Olivia,7
Aaisha,7
Aarna,7
Aaya,7
Agnete,7
Aija-Maria,7
Aina-Maria,7
Aino-Linnea,7
Airin,7
Ajsa,7
Aldina,7
Alecia,7
Alexiina,7
Alissia,7
Alivia,7
Allegra,7
Almaz,7
Ambra,7
Amiina,7
Anessa,7
Anica,7
Anna-Christina,7
Anna-Elena,7
Anna-Greetta,7
Anna-Henriikka,7
Annakatri,7
Annalina,7
Anna-Linnea,7
Anna-Maja,7
Anna-Marjatta,7
Anna-Miina,7
Anna-Ulla,7
Anne-Christina,7
Anne-Marjaana,7
Anne-Riikka,7
Annett,7
Anni-Liina,7
Anni-Reetta,7
Ann-Kristina,7
Ansela,7
Antoniina,7
Anu-Katri,7
Anu-Marjaana,7
Anuradha,7
Anu-Reetta,7
Anu-Riina,7
Aretta,7
Arja-Tuulikki,7
Arleena,7
Arlena,7
Arra,7
Arwen,7
Aseel,7
Ashna,7
Atena,7
Ayala,7
Ayana,7
Banaz,7
Baraa,7
Betta,7
Bette,7
Birgitt,7
Blenda,7
Bo,7
Cam,7
Cata,7
Catina,7
Cécilia,7
Celestine,7
Ceren,7
Chaima,7
Chanette,7
Chatrine,7
Chau,7
Chiamaka,7
Chidera,7
Ciana,7
Clare,7
Cristiina,7
Dakota,7
Danijela,7
Darlene,7
Diba,7
Dorcas,7
Eevaliina,7
Eeva-Liina,7
Eeva-Maarit,7
Eeve,7
Eevi-Lotta,7
Eija-Irmeli,7
Eija-Riina,7
Elahe,7
Elanor,7
Eleftheria,7
Elettra,7
Elfete,7
Elfi,7
Elinda,7
Elisabetta,7
Ella-Lotta,7
Ellan,7
Ellika,7
Elora,7
Else-Mai,7
Elsi-Maria,7
Elsy,7
Elve,7
Elviina,7
Elvin,7
Elwira,7
Emma-Juulia,7
Emma-Maaria,7
Emmanuela,7
Emmanuelle,7
Emma-Pauliina,7
Emmariikka,7
Emmariina,7
Emmi-Elina,7
Emmi-Maaria,7
Emminoora,7
Emmi-Reetta,7
Enna-Sofia,7
Enrica,7
Erisa,7
Erlinda,7
Ertta,7
Essi-Sofia,7
Eva-Britt,7
Eva-Helena,7
Evilla,7
Evina,7
Faiso,7
Fan,7
Fardus,7
Farrah,7
Fawzia,7
Fazile,7
Federica,7
Fei,7
Felice,7
Femmi,7
Ferdane,7
Fria,7
Gamze,7
Genevieve,7
Gergana,7
Gerta,7
Gila,7
Gillian,7
Glenda,7
Greete,7
Gretchen,7
Gullveig,7
Gungerd,7
Gun-Gerd,7
Hadia,7
Halala,7
Haliimo,7
Halime,7
Hamide,7
Haniin,7
Hanna-Marie,7
Hannastiina,7
Hannelore,7
Hanne-Marie,7
Hanne-Marika,7
Hedwig,7
Heini-Leena,7
Heini-Maaria,7
Heini-Mari,7
Heini-Sofia,7
Heldine,7
Helea,7
Helia,7
Heli-Anna,7
Heli-Anne,7
Heli-Hannele,7
Heli-Kaarina,7
Heli-Kristiina,7
Helju,7
Helka-Maria,7
Helme,7
Helmi-Elisa,7
Helmililja,7
Helmina,7
Henna-Julia,7
Henna-Riika,7
Henni-Sofia,7
Heta-Kaisa,7
Hilpa,7
Ho,7
Hoodo,7
Hua,7
Hülya,7
Ibado,7
Ibtisaam,7
Idamari,7
Ifeoma,7
Iftin,7
Iimaan,7
Iine,7
Iissa,7
Ilayda,7
Ilknur,7
Imaan,7
Ina-Sofia,7
Inga-Lena,7
Inka-Emilia,7
Inka-Maija,7
Iqlaas,7
Iqlas,7
Isha,7
Iva,7
Ivie,7
Jaada,7
Jaana-Kristiina,7
Jade-Julia,7
Jade-Juulia,7
Jadelia,7
Jade-Maria,7
Jade-Sofia,7
Jaina,7
Janea,7
Janiela,7
Janja,7
Jannice,7
Jannie,7
Jaqueline,7
Jatta-Maria,7
Jea,7
Jeli,7
Jelissa,7
Jemila,7
Jemmi,7
Jenissa,7
Jenna-Johanna,7
Jenna-Liisa,7
Jenna-Marie,7
Jennariina,7
Jenni-Juulia,7
Jennileena,7
Jenni-Riikka,7
Jesse,7
Jeta,7
Jimena,7
Jodie,7
Jola,7
Jolin,7
Jonna-Maaria,7
Jonna-Maija,7
Julienne,7
Jumana,7
Jusra,7
Juta,7
Jutta-Kaisa,7
Kadra,7
Kaidi,7
Kaisa-Lotta,7
Kaisamaija,7
Kaisa-Sisko,7
Kaisu-Liina,7
Kaori,7
Karissa,7
Karitta,7
Kata-Riina,7
Kati-Annika,7
Kati-Sisko,7
Katri-Maaria,7
Katri-Susanna,7
Kenny,7
Kezia,7
Khalida,7
Khanh,7
Khava,7
Kheda,7
Kieu,7
Kiran,7
Kirsi-Helena,7
Kirsti-Leena,7
Kirsti-Maria,7
Kit,7
Krista-Maarit,7
Kristiine,7
Kseniya,7
Lalita,7
Lamija,7
Laura-Annika,7
Laura-Johanna,7
Laxmi,7
Lea-Maarit,7
Leea-Maria,7
Leela,7
Leelo,7
Leen,7
Leena-Marjut,7
Leila-Marja,7
Lelia,7
Leoni,7
Leylo,7
Liel,7
Liin,7
Liini,7
Liisa-Maaria,7
Lili-Ann,7
Lillan,7
Lillie,7
Lilli-Lotta,7
Limor,7
Lindita,7
Livi,7
Livian,7
Loan,7
Lonny,7
Loubna,7
Lounatuuli,7
Lua,7
Lucille,7
Lumi-Tuulia,7
Maana,7
Maarit-Hannele,7
Madleena,7
Maggi,7
Mahlet,7
Maija-Liina,7
Maija-Sofia,7
Maijastina,7
Maiju-Riikka,7
Maike,7
Maile,7
Mai-Leena,7
Maimu,7
Maise,7
Maiza,7
Majgret,7
Maj-Louise,7
Maj-Ruth,7
Mansi,7
Marcia,7
Marga,7
Margo,7
Margret,7
Maria-Katariina,7
Mari-Anni,7
Maricel,7
Marilou,7
Mari-Pauliina,7
Mari-Sofia,7
Marites,7
Marja-Johanna,7
Marja-Katariina,7
Marja-Kerttu,7
Marja-Liisi,7
Marja-Lisa,7
Marjama,7
Marja-Reetta,7
Marjetta,7
Marjo-Anneli,7
Marjo-Elina,7
Marjokaisa,7
Marjo-Terttu,7
Marleene,7
Martta-Liisa,7
Marua,7
Maruzella,7
Meea-Maria,7
Meili,7
Meiri,7
Meisa,7
Melica,7
Memmu,7
Mere,7
Meret,7
Meri-Anna,7
Merja-Sisko,7
Merjo,7
Merla,7
Mette-Marie,7
Miamari,7
Mia-Susanna,7
Mielo,7
Miia-Kaisa,7
Miia-Maija,7
Miima,7
Miimu,7
Mikki,7
Miléa,7
Mileena,7
Miliana,7
Milica,7
Militsa,7
Milla-Kaisa,7
Milla-Marika,7
Milla-Marja,7
Milly,7
Minnakaisa,7
Minna-Katriina,7
Minna-Sofia,7
Minttumaria,7
Mirabelle,7
Mirana,7
Mirell,7
Mirha,7
Mirja-Helena,7
Mirjeta,7
Mirsada,7
Mirtta,7
Mita,7
Mona-Carita,7
Mu,7
Mumtaaz,7
Nadina,7
Naja,7
Najat,7
Najla,7
Nanna-Maria,7
Nanu,7
Narmin,7
Nasriin,7
Nathali,7
Nea-Julia,7
Neemi,7
Nell,7
Nelli-Emilia,7
Neslihan,7
Nesrine,7
Nexhmije,7
Nian,7
Niina-Riitta,7
Niko,7
Nina-Kristiina,7
Nini,7
Ninka,7
Noémie,7
Noora-Maija,7
Nora-Emilia,7
Nunnu,7
Nuray,7
Oliver,7
Olsa,7
Orsolya,7
Oula,7
Outi-Kaarina,7
Outi-Maarit,7
Paiju,7
Paula-Sisko,7
Paw,7
Phung,7
Pia-Christine,7
Pia-Hannele,7
Pia-Kristina,7
Pia-Maija,7
Piamaria,7
Pia-Marika,7
Piialiisa,7
Piia-Susanna,7
Piltti,7
Pinja-Riina,7
Pirjoliisa,7
Pranvera,7
Priscila,7
Prisha,7
Päivi-Hannele,7
Päivi-Kristiina,7
Päivä,7
Rachael,7
Rada,7
Radha,7
Rafif,7
Raija-Helena,7
Raija-Maija,7
Ramlo,7
Ranim,7
Raqia,7
Raya,7
Reetta-Sofia,7
Riikka-Kaisa,7
Riikkaliina,7
Riikka-Marja,7
Riinamari,7
Riitta-Hannele,7
Riittamaija,7
Riti,7
Ronak,7
Roo,7
Roona,7
Roosaliina,7
Roosa-Liina,7
Roosa-Liisa,7
Rosveig,7
Rowena,7
Rozerin,7
Ruqia,7
Ruqiya,7
Rusul,7
Saana-Maaria,7
Saania,7
Sabrije,7
Sabrine,7
Sadije,7
Safija,7
Safiye,7
Saija-Maarit,7
Saijamari,7
Saija-Riina,7
Saika,7
Salla-Reetta,7
Salmo,7
Sam,7
Samanta,7
Sanda,7
Sanna-Katriina,7
Sannariikka,7
Sanni-Marja,7
Sanra,7
Sara-Leena,7
Saraliina,7
Sara-Susanna,7
Sari-Elina,7
Sari-Maaria,7
Sari-Tiina,7
Satu-Anne,7
Satu-Anneli,7
Satumaija,7
Satu-Sirkku,7
Sawda,7
Senait,7
Senta,7
Sepideh,7
Sevdije,7
Sevil,7
Shadan,7
Shaimaa,7
Shakira,7
Shalini,7
Shana,7
Shanna,7
Shatha,7
Sheena,7
Signild,7
Siida,7
Simran,7
Singa,7
Sini-Elina,7
Sini-Helmi,7
Sini-Kristiina,7
Sini-Pauliina,7
Sinituulia,7
Sirkku-Marja,7
Sirkku-Sisko,7
Sirpa-Anneli,7
Sissy,7
Sofiella,7
Sofina,7
Soivi,7
Sora,7
Soumia,7
Suhuur,7
Supaporn,7
Sura,7
Susannah,7
Suvi-Sirkku,7
Suvi-Sofia,7
Syksy,7
Szilvia,7
Tabea,7
Tabitha,7
Tamana,7
Tamanna,7
Tamila,7
Tanja-Marika,7
Tanja-Riitta,7
Tanja-Tuulia,7
Tarja-Kaarina,7
Tarja-Tuulia,7
Taru-Maaria,7
Tasha,7
Tatsiana,7
Teele,7
Teija-Maria,7
Tepa,7
Terhi-Leena,7
Terttu-Marja,7
Tia-Tuulia,7
Tiia-Emilia,7
Tiia-Kaisa,7
Tiia-Liina,7
Tiina-Johanna,7
Tiina-Maaria,7
Tiinamaria,7
Tiina-Susanna,7
Tilia,7
Tini,7
Tracey,7
Trinity,7
Tuba,7
Tuija-Helena,7
Tuulimaria,7
Ulla-Elina,7
Ullamaria,7
Ulla-Marita,7
Ulrike,7
Unna-Maria,7
Urpu-Liisa,7
Vann,7
Varja,7
Veija,7
Wendi,7
Wieslawa,7
Viesti,7
Viivi-Tuulia,7
Vilena,7
Willow,7
Virve-Liisa,7
Wivi-Ann,7
Vivi-Anne,7
Xuan,7
Xue,7
Yanina,7
Yasna,7
Yesim,7
Yona,7
Yun,7
Yurub,7
Yvonn,7
Zohal,7
Zuzana,7
Aagot,6
Aale,6
Adelé,6
Adelma,6
Adesuwa,6
Adia,6
Afiifa,6
Afrah,6
Aïcha,6
Aija-Sisko,6
Aikku,6
Aila-Sisko,6
Aimée,6
Ainaz,6
Aino-Ellen,6
Aino-Kaija,6
Aino-Kerttu,6
Aino-Olivia,6
Aino-Tuulia,6
Aishah,6
Aisho,6
Akira,6
Albertina,6
Aldi,6
Aleftina,6
Aliisia,6
Altina,6
Alvi,6
Alysa,6
Ameli,6
Amelié,6
Ameliia,6
Anabella,6
Ana-Maria,6
Ane,6
Anfac,6
Anikó,6
Anjela,6
Anjelica,6
Anjuli,6
Anjuska,6
Anna-Charlotta,6
Anna-Eliisa,6
Annaelina,6
Anna-Kaisu,6
Anna-Mariia,6
Anna-Olivia,6
Annaroosa,6
Anna-Sophie,6
Ann-Chatrine,6
Ann-Elisabeth,6
Annemaija,6
Anne-Maiju,6
Anne-Margit,6
Anne-Sophie,6
Ann-Gerd,6
Ann-Helén,6
Anni-Erika,6
Anni-Veera,6
Annsofi,6
Annsofie,6
Annuli,6
Anrika,6
Ansu,6
Anton,6
Anu-Hannele,6
Anu-Helena,6
Anukaisa,6
Anuleena,6
Arbnora,6
Arezoo,6
Arja-Anneli,6
Arja-Hannele,6
Arnevi,6
Aronia,6
Artemis,6
Artina,6
Arzo,6
Asil,6
Assia,6
Asta-Leena,6
Asta-Maria,6
Atefa,6
Auli-Marja,6
Ava-Sofia,6
Avelina,6
Avigail,6
Aysegül,6
Ayten,6
Azam,6
Azeb,6
Azemine,6
Azhaar,6
Azhar,6
Azin,6
Bahrije,6
Banu,6
Behije,6
Bei,6
Bela,6
Belle,6
Benedicte,6
Bente,6
Betul,6
Birge,6
Bitja,6
Brita-Stina,6
Brittany,6
Britten,6
Büsra,6
Caritha,6
Carlota,6
Cathrina,6
Cati,6
Cecile,6
Cemile,6
Cessa,6
Charina,6
Charity,6
Charlie,6
Cheri,6
Chi,6
Chimamanda,6
Daina,6
Dan,6
Daniéla,6
Danya,6
Deanna,6
Debra,6
Deego,6
Delfina,6
Delina,6
Delphine,6
Deqo,6
Desireé,6
Despina,6
Diara,6
Dieu,6
Dijana,6
Dino,6
Diya,6
Dong,6
Dóra,6
Doreen,6
Doruntina,6
Edwina,6
Eelia,6
Eeva-Johanna,6
Eeva-Kaisu,6
Eeva-Katri,6
Eevi-Sofia,6
Egle,6
Eida,6
Eija-Hannele,6
Eija-Mari,6
Eija-Riikka,6
Eira-Liisa,6
Elaha,6
Elektra,6
Elinne,6
Eliora,6
Elisse,6
Elize,6
Ella-Alina,6
Ella-Ilona,6
Ella-Marie,6
Ella-Marja,6
Ella-Reetta,6
Ellenoora,6
Ellenor,6
Elli-Kaisa,6
Elli-Maaria,6
Elliroosa,6
Elmina,6
Elsa-Mari,6
Elsa-Sofia,6
Else-Mari,6
Elssi,6
Elwiira,6
Emese,6
Émilie,6
Emiliina,6
Emma-Emilia,6
Emma-Ilona,6
Emma-Lina,6
Emmanuella,6
Emma-Olivia,6
Emma-Stiina,6
Emma-Tuulia,6
Emmi-Emilia,6
Emmi-Juulia,6
Emmi-Roosa,6
Eni,6
Enikö,6
